# 0b7e170c-4ac2-4650-9e27-73e94ef8bc21
# da39a3ee5e6b4b0d3255bfef95601890afd80709
# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2
1103.9757605; 89629.8912923; 43152.6455839; -2.8249213; -0.0043809; 11.7591948; 3.6073977
1105.9757166; 89630.5124992; 43150.7428340; -2.8236910; 0.0058429; 12.3575053; 1.1727235
1107.9756727; 89631.1554081; 43148.8492646; -2.8013330; 0.0161888; 12.5458650; -5.3508533
1109.9756288; 89631.8588518; 43146.9757701; -2.7607238; 0.0244639; 11.6617231; -4.2703219
1111.9755848; 89632.6508220; 43145.1426249; -2.7048560; 0.0306433; 10.9048096; -3.5838797
1113.9755409; 89633.5513824; 43143.3642062; -2.6393570; 0.0357231; 10.2264201; -3.0579232
1115.9754970; 89634.5746510; 43141.6589065; -2.5607684; 0.0421684; 9.6097994; -2.6470630
1117.9754531; 89635.7561053; 43140.0250110; -2.4637874; 0.0606627; 9.0421361; -2.4803981
1119.9754092; 89637.1212561; 43138.5631744; -2.3021523; 0.1049000; 8.4757802; -5.1059548
1121.9753653; 89638.7736354; 43137.4117407; -2.0381004; 0.1594857; 7.1704588; -2.5808828
1123.9753214; 89640.6590789; 43136.8376311; -1.6940381; 0.1640156; 6.4103179; -0.8405062
1125.9752775; 89642.6536095; 43136.9005011; -1.3912551; 0.1440862; 6.1424934; -0.7210532
1127.9752335; 89644.5632250; 43137.5521946; -1.0839702; 0.1706246; 5.9030564; -0.1172242
1129.9751896; 89646.1104735; 43138.7946979; -0.6965923; 0.1956594; 5.8632064; 0.9105567
1131.9751457; 89647.0523710; 43140.4648952; -0.3176616; 0.2295620; 6.1659821; 1.6654852
1133.9751018; 89647.2441257; 43142.4320869; 0.0907165; 0.1334497; 6.6843945; 1.5382797
1135.9750579; 89646.8682603; 43144.4268346; 0.2531629; 0.0452225; 7.1298046; 2.2007302
1137.9750140; 89646.2788868; 43146.3721954; 0.3379308; 0.0475775; 7.7224893; 2.8366020
1139.9749701; 89645.5248486; 43148.2103665; 0.4426702; 0.0505545; 8.4251410; 4.0621109
1141.9749262; 89644.5922310; 43149.9794161; 0.5195586; 0.0263014; 9.3397584; 5.3103299
1143.9748822; 89643.5641614; 43151.6941770; 0.5572177; 0.0145147; 10.4149864; 6.2819677
1145.9748383; 89642.4876349; 43153.3770872; 0.5784733; 0.0074602; 11.5585146; 7.1895537
1147.9747944; 89641.3835730; 43155.0453969; 0.5894502; 0.0035366; 12.7419325; 7.4803694
1149.9747505; 89640.2660504; 43156.7064550; 0.5947822; 0.0025470; 13.8664222; 7.6846717
1151.9747066; 89639.1415922; 43158.3594809; 0.5999374; 0.0026973; 14.9337094; 7.3388455
1153.9746627; 89638.0075584; 43160.0071379; 0.6058622; 0.0032338; 15.8861705; 6.4550240
1155.9746188; 89636.8616793; 43161.6464408; 0.6159778; 0.0079012; 16.6790270; 2.2789029
1157.9745749; 89635.6926376; 43163.2639945; 0.6372414; 0.0121150; 16.9500842; -7.9061049
1159.9745309; 89634.4839767; 43164.8567514; 0.6607847; 0.0113548; 15.9900478; -7.1589318
1161.9744870; 89633.2511293; 43166.4136437; 0.6749505; 0.0011143; 15.0680632; -6.5567218
1163.9744431; 89631.9913357; 43167.9961008; 0.6678826; -0.0019433; 14.1711050; -5.8876633
1165.9743992; 89630.7393663; 43169.5695871; 0.6828622; 0.0179654; 13.3142811; -5.5161490
1167.9743553; 89629.4229533; 43171.1004301; 0.7469246; 0.0457812; 12.4581688; -5.1856932
1169.9743114; 89628.0302702; 43172.4553404; 0.8546299; 0.0520015; 11.5958464; -4.8819413
1171.9742675; 89626.4597242; 43173.7171470; 0.9202210; 0.0137640; 10.7208357; -3.3000798
1173.9742236; 89624.8628766; 43174.8924183; 0.9564596; 0.0246620; 10.0864408; -4.3268719
1175.9741796; 89623.1337033; 43176.0345379; 1.0199182; 0.0297747; 9.1885353; -5.4893030
1177.9741357; 89621.4354889; 43177.0161486; 1.0716491; 0.0242368; 7.9039516; -7.9189646
1179.9740918; 89619.7889755; 43178.1438266; 0.6718309; -0.5170991; 5.5495304; -1.8238002
1181.9740479; 89619.2794447; 43179.8998687; 0.0307130; -0.1636217; 4.8479116; -0.0743536
1183.9740040; 89619.4757476; 43181.9773077; -0.2042402; -0.1134567; 4.8171401; 0.6259616
1185.9739601; 89620.1509134; 43183.8786575; -0.5051737; -0.1931858; 5.0703679; 1.0724729
1187.9739162; 89621.4267458; 43185.4029339; -0.8781567; -0.1710465; 5.4770820; 1.1898483
1189.9738723; 89623.1550403; 43186.4097603; -1.2015504; -0.1457593; 5.8955675; 1.2684280
1191.9738284; 89625.1012588; 43186.8818328; -1.4509302; -0.1066090; 6.3112057; 1.7140563
1193.9737844; 89627.1255366; 43186.9178531; -1.6513277; -0.0937071; 6.8328172; 2.2996083
1195.9737405; 89629.0554874; 43186.5900822; -1.8223510; -0.0810373; 7.4756687; 3.8528669
1197.9736966; 89630.9392651; 43185.9576044; -1.9555399; -0.0471500; 8.4437404; 4.2365086
1199.9736527; 89632.7423446; 43185.1592434; -2.0066535; -0.0076316; 9.3937434; 2.7768965
1201.9736088; 89634.5940571; 43184.3016337; -1.9938253; 0.0167243; 9.9674348; -1.9545665
1203.9735649; 89636.4438361; 43183.5170915; -1.9442189; 0.0343185; 9.5672181; -3.4323338
1205.9735210; 89638.3808540; 43182.8506145; -1.8556400; 0.0495108; 8.8205798; -2.9185832
1207.9734771; 89640.2798982; 43182.4072503; -1.7308178; 0.0968023; 8.1319464; -0.5693407
1209.9734331; 89642.2426765; 43182.3247300; -1.4860669; 0.1154681; 7.9906970; 3.0598402
1211.9733892; 89644.2059177; 43182.6521442; -1.3520652; 0.0319704; 8.7229772; 2.6587530
1213.9733453; 89646.1564125; 43183.1370443; -1.2992960; 0.0337587; 9.3126317; 2.5023216
1215.9733014; 89648.0633299; 43183.7500054; -1.2173529; 0.0389753; 9.8353534; 2.3808850
1217.9732575; 89649.9187493; 43184.5006552; -1.1630832; 0.0158402; 10.3081282; -3.8231850
1219.9732136; 89651.7781839; 43185.3210517; -1.1566274; -0.0106959; 9.5375627; -5.6150763
1221.9731697; 89653.6337570; 43186.0885978; -1.2129626; -0.0462669; 8.2767923; -6.3266215
1223.9731258; 89655.5252519; 43186.6732294; -1.3423081; -0.0859953; 6.5726220; -2.6444752
1225.9730818; 89657.5024985; 43186.9265405; -1.5594191; -0.1299011; 5.7115402; -1.4310030
1227.9730379; 89659.4435507; 43186.6670511; -1.8740484; -0.2019487; 5.1863094; -0.6874206
1229.9729940; 89661.1780201; 43185.6843534; -2.2874119; -0.1763206; 4.9140802; -0.1864657
1231.9729501; 89662.4479315; 43184.1121051; -2.6453705; -0.1941622; 4.8375963; 0.3945834
1233.9729062; 89663.0288318; 43182.2021546; -3.0631692; -0.2464816; 4.9980633; 0.2830093
1235.9728623; 89662.6381766; 43180.3120811; 2.6618119; -0.2225760; 5.1100537; 1.3827018
1237.9728184; 89661.4771134; 43178.7517192; 2.3736947; -0.1119956; 5.6252408; 1.9951879
1239.9727745; 89659.9165499; 43177.4395561; 2.1780220; -0.0785876; 6.2947526; 2.5891772
1241.9727305; 89658.1759499; 43176.4117327; 2.0339637; -0.0645943; 7.0696812; 4.2978405
1243.9726866; 89656.3473461; 43175.6121692; 1.9463855; -0.0218200; 8.1958146; 1.2947041
1245.9726427; 89654.4831913; 43174.8963215; 1.9379521; 0.0080799; 8.5058850; -1.2332150
1247.9725988; 89652.6182018; 43174.1460053; 1.9760016; 0.0303190; 8.2108056; -4.6084332
1249.9725549; 89650.8062254; 43173.2822429; 2.0652757; 0.0604227; 6.9988570; -2.5396300
1251.9725110; 89649.1172824; 43172.2033015; 2.2276517; 0.1031832; 6.2310274; -1.4505436
1253.9724671; 89647.6943771; 43170.8111284; 2.4736215; 0.1316868; 5.7466213; -0.8581006
1255.9724232; 89646.6867938; 43169.1042579; 2.7520408; 0.1598194; 5.4397913; 2.3570328
1257.9723793; 89646.2376936; 43167.1572037; 3.0723581; 0.1456167; 6.2465393; 2.1038134
1259.9723353; 89646.3959510; 43165.2374958; -2.8798575; 0.2064789; 6.8872579; 1.6814072
1261.9722914; 89647.2549756; 43163.4612953; -2.5312943; 0.1319177; 7.3593344; 1.4451148
1263.9722475; 89648.6390653; 43161.9306195; -2.2862349; 0.1173389; 7.7421015; 1.1336320
1265.9722036; 89650.3022113; 43160.7701451; -2.0858114; 0.0830794; 8.0296055; 1.0944723
1267.9721597; 89652.1058687; 43159.9276231; -1.9286368; 0.0892179; 8.2977320; 0.9855537
1269.9721158; 89654.0159192; 43159.4215353; -1.7246613; 0.1076298; 8.5319684; -1.6036493
1271.9720719; 89655.9634622; 43159.3088403; -1.5429468; 0.0777541; 8.1473940; -2.0263679
1273.9720280; 89658.0362826; 43159.5174133; -1.4043879; 0.0618160; 7.6337890; -2.1624579
1275.9719840; 89660.0049549; 43159.9993681; -1.2360011; 0.1297042; 7.0445081; -1.9961189
1277.9719401; 89661.6769925; 43161.0002469; -0.7725387; 0.2589595; 6.4529678; 1.3248714
1279.9718962; 89662.7537925; 43162.5115321; -0.5241271; 0.0635658; 6.8512891; 1.5692777
1281.9718523; 89663.7143308; 43164.3480989; -0.4548445; 0.0191981; 7.2950076; -0.7195419
1283.9718084; 89664.5729193; 43166.1912439; -0.4162060; 0.0217181; 7.0950004; -4.6551694
1285.9717645; 89665.4190242; 43168.1037365; -0.4627413; -0.1060802; 5.6319413; -2.7655989
1287.9717206; 89666.5533639; 43169.5760452; -0.9528716; -0.4057328; 4.5449543; 0.2784052
1289.9716767; 89668.4059444; 43170.0774479; -1.5682024; -0.1621683; 4.6658553; 3.0890212
1291.9716327; 89670.4429742; 43169.8479032; -1.7651462; -0.0599454; 5.8417480; 2.4342076
1293.9715888; 89672.4241816; 43169.3262759; -1.9029532; -0.0866839; 6.6228873; 2.2479995
1295.9715449; 89674.2088510; 43168.5105192; -2.1041724; -0.1081497; 7.2701057; 1.9962257
1297.9715010; 89675.8110882; 43167.3248743; -2.3073211; -0.0955056; 7.7999464; 1.9214678
1299.9714571; 89677.1597452; 43165.8555973; -2.4872901; -0.0856754; 8.2779748; 1.8965396
1301.9714132; 89678.2454992; 43164.1598335; -2.6558813; -0.0823806; 8.7241537; 1.4463811
1303.9713693; 89679.0372212; 43162.2977176; -2.8255944; -0.0894191; 9.0496550; 1.2912252
1305.9713254; 89679.4690576; 43160.3438451; -3.0301197; -0.1096126; 9.3306507; 1.0669348
1307.9712814; 89679.4781107; 43158.3804239; 3.0421401; -0.1011795; 9.5566045; 0.1531528
1309.9712375; 89679.0867931; 43156.4234658; 2.8508708; -0.0877208; 9.5886019; -1.4992098
1311.9711936; 89678.3571900; 43154.5607260; 2.6873448; -0.0820841; 9.2706299; -2.2659235
1313.9711497; 89677.3274980; 43152.8451774; 2.5102405; -0.0929346; 8.7681859; -1.7678882
1315.9711058; 89676.0081674; 43151.3496804; 2.3287641; -0.0881526; 8.3552191; 0.3335344
1317.9710619; 89674.4498454; 43150.1054218; 2.1650882; -0.0747655; 8.4346781; 0.8641370
1319.9710180; 89672.7219131; 43149.1053210; 2.0313394; -0.0583434; 8.6371446; 1.3460688
1321.9709741; 89670.8875360; 43148.3125513; 1.9314647; -0.0430216; 8.9434011; 2.7542612
1323.9709301; 89668.9937253; 43147.6833107; 1.8550438; -0.0330383; 9.5394563; 0.6063260
1325.9708862; 89667.0801002; 43147.1849025; 1.7989388; -0.0242534; 9.6657373; -0.9843800
1327.9708423; 89665.0938706; 43146.7685496; 1.7618989; -0.0028696; 9.4598649; -3.0081617
1329.9707984; 89663.1258933; 43146.3595345; 1.8069388; 0.0499196; 8.8009466; -6.0017398
1331.9707545; 89661.1581432; 43145.7495887; 1.9388461; 0.0661611; 7.3109664; -4.0663229
1333.9707106; 89659.3685071; 43144.9048991; 2.1113977; 0.1595274; 6.0979747; 0.0420427
1335.9706667; 89658.0223672; 43143.6129892; 2.6016211; 0.2553104; 6.1117479; 2.3399592
1337.9706228; 89657.2881935; 43141.7125135; 2.8734566; 0.0505001; 6.8346978; 2.3404388
1339.9705789; 89656.8268054; 43139.7719131; 2.9320725; 0.0161585; 7.4883004; 2.9568431
1341.9705349; 89656.4280002; 43137.7680361; 2.9603860; 0.0215022; 8.2402522; 3.4597765
1343.9704910; 89656.1268979; 43135.8135261; 3.0232475; 0.0380346; 9.0410485; 1.1910799
1345.9704471; 89655.9487927; 43133.8250488; 3.0729766; 0.0129305; 9.3007942; -1.3723353
1347.9704032; 89655.8198553; 43131.7895838; 3.0754694; -0.0114631; 9.0008640; -3.5777687
1349.9703593; 89655.6463464; 43129.8230455; 3.0188985; -0.0515201; 8.1673001; -5.2265774
1351.9703154; 89655.2520963; 43127.8589840; 2.8439172; -0.1217880; 6.7674915; -1.6657298
1353.9702715; 89654.4453975; 43126.0738210; 2.5905748; -0.1255135; 6.2558907; 0.9268116
1355.9702276; 89653.2051093; 43124.5091451; 2.3579276; -0.1095732; 6.5454819; 2.5235497
1357.9701836; 89651.6354258; 43123.2513934; 2.1319279; -0.1155231; 7.2758031; 1.9416105
1359.9701397; 89649.8377677; 43122.3900274; 1.9046074; -0.1117170; 7.7912504; 1.6243171
1361.9700958; 89647.8990992; 43121.9421172; 1.6978059; -0.0937517; 8.1976038; 1.4795532
1363.9700519; 89645.8906372; 43121.8665429; 1.5233137; -0.0805125; 8.5509526; 1.3359783
1365.9700080; 89643.9065750; 43122.1156709; 1.3709800; -0.0729591; 8.8579109; 1.4599055
1367.9699641; 89641.9742218; 43122.6543531; 1.2280983; -0.0694008; 9.1816164; 1.6943171
1369.9699202; 89640.1456806; 43123.4510830; 1.0932912; -0.0639611; 9.5435423; 2.0447528
1371.9698763; 89638.4324698; 43124.4724196; 0.9770291; -0.0522761; 9.9628325; 2.7674673
1373.9698323; 89636.8274651; 43125.6733254; 0.8835100; -0.0412488; 10.5036973; 3.4118010
1375.9697884; 89635.3339624; 43126.9983994; 0.8079887; -0.0368474; 11.1343865; 4.1636392
1377.9697445; 89633.9456836; 43128.4248799; 0.7366662; -0.0329575; 11.8586995; 5.1891158
1379.9697006; 89632.6479034; 43129.9394228; 0.6850588; -0.0186795; 12.7037302; 5.9889917
1381.9696567; 89631.4077897; 43131.5008599; 0.6620592; -0.0047115; 13.6139708; 6.6455739
1383.9696128; 89630.1697407; 43133.0917868; 0.6637906; 0.0039131; 14.5575380; 7.3597198
1385.9695689; 89628.9308744; 43134.6632830; 0.6712805; 0.0035987; 15.5357699; 7.5113508
1387.9695250; 89627.6805635; 43136.2270908; 0.6768372; 0.0014626; 16.4743707; 7.6895214
1389.9694810; 89626.4280363; 43137.7843358; 0.6771178; -0.0005647; 17.3828162; 7.5929718
1391.9694371; 89625.1753623; 43139.3436800; 0.6766412; 0.0000895; 18.2355017; -0.4491172
1393.9693932; 89623.9216246; 43140.9045096; 0.6765200; -0.0005835; 18.1861786; -5.1140189
1395.9693493; 89622.6718190; 43142.4642389; 0.6741032; -0.0019725; 17.6148081; -10.1124320
1397.9693054; 89621.4275520; 43144.0300802; 0.6681389; -0.0039992; 16.4265829; -9.1841144
1399.9692615; 89620.1952607; 43145.6074154; 0.6570509; -0.0074738; 15.2675137; -8.4088334
1401.9692176; 89618.9904633; 43147.1979520; 0.6385610; -0.0094498; 14.1231150; -7.6789000
1403.9691737; 89617.8121279; 43148.8117589; 0.6244036; -0.0046574; 12.9902830; -6.8186425
1405.9691298; 89616.6602938; 43150.4326338; 0.6064183; -0.0169560; 11.8942626; -5.9100541
1407.9690858; 89615.5514198; 43152.1099549; 0.5564279; -0.0339684; 10.8551271; -4.7593423
1409.9690419; 89614.5656802; 43153.8529876; 0.4648771; -0.0582236; 9.9396596; -3.8771499
1411.9689980; 89613.7842163; 43155.7065201; 0.3280622; -0.0749406; 9.1262574; -3.8745249
1413.9689541; 89613.2954213; 43157.6368983; 0.1616776; -0.0949817; 8.2335178; -5.3099411
1415.9689102; 89613.1865240; 43159.6304889; -0.0651840; -0.1325551; 6.8228672; -1.9822962
1417.9688663; 89613.5911362; 43161.5982336; -0.3358381; -0.1263196; 6.2147008; -0.7155408
1419.9688224; 89614.4942035; 43163.4006725; -0.5983556; -0.1418269; 5.9800005; -0.2081277
1421.9687785; 89615.8310179; 43164.8158913; -0.9448527; -0.2379854; 5.9099843; 1.9176859
1423.9687345; 89617.6758514; 43165.4919673; -1.4811059; -0.2081012; 6.5267518; 1.4096169
1425.9686906; 89619.5994608; 43165.3593930; -1.7732803; -0.1243118; 6.9452741; 1.2943073
1427.9686467; 89621.5493116; 43164.7008909; -2.0094768; -0.0947996; 7.3084847; 1.2014010
1429.9686028; 89623.2903288; 43163.6953914; -2.1719261; -0.0717345; 7.6301669; 1.4619263
1431.9685589; 89624.8555619; 43162.4346867; -2.3321128; -0.0882986; 8.0041879; 1.7466754
1433.9685150; 89626.1611869; 43160.9456216; -2.5092718; -0.0804143; 8.4293281; 2.2142973
1435.9684711; 89627.2274419; 43159.2502024; -2.6423653; -0.0541585; 8.9392710; 3.1046237
1437.9684272; 89628.1010724; 43157.4463167; -2.7331439; -0.0365982; 9.6087871; 3.8410171
1439.9683832; 89628.8371386; 43155.5942622; -2.7876364; -0.0203936; 10.3775007; 5.0662542
1441.9683393; 89629.4960633; 43153.7060822; -2.8218455; -0.0138443; 11.3118120; 6.0282580
1443.9682954; 89630.1059902; 43151.8000481; -2.8362442; 0.0020505; 12.3316501; 4.2575300
1445.9682515; 89630.7241940; 43149.8955877; -2.8132036; 0.0182722; 13.0038202; -6.0434930
1447.9682076; 89631.4062178; 43148.0121735; -2.7742787; 0.0207921; 12.0385173; -4.6601116
1449.9681637; 89632.1661637; 43146.1582923; -2.7303295; 0.0224825; 11.2376983; -3.8468630
1451.9681198; 89633.0006656; 43144.3566184; -2.6848102; 0.0254579; 10.5308474; -3.3477587
1453.9680759; 89633.9312131; 43142.5965177; -2.6221695; 0.0360309; 9.8746143; -2.9249043
1455.9680319; 89634.9907888; 43140.9072183; -2.5315125; 0.0610943; 9.2632957; -3.0034004
1457.9679880; 89636.2662059; 43139.3427591; -2.3715027; 0.0953647; 8.5904196; -4.9390026
1459.9679441; 89637.8031557; 43138.0538077; -2.1569850; 0.1217484; 7.3511722; -2.5161100
1461.9679002; 89639.6216348; 43137.1743386; -1.8765085; 0.1503467; 6.6314036; -0.8643611
1463.9678563; 89641.5572215; 43136.8960387; -1.5295880; 0.2101858; 6.3653865; -0.8277789
1465.9678124; 89643.4958494; 43137.3612567; -1.1650837; 0.1408220; 6.0997624; -0.6239687
1467.9677685; 89645.2596839; 43138.3951436; -0.9179097; 0.1313673; 5.8916281; 0.4700983
1469.9677246; 89646.5571313; 43139.8009274; -0.4998280; 0.3277480; 6.0491019; 1.4937249
1471.9676806; 89647.0063885; 43141.6569088; -0.0518953; 0.1269664; 6.5242932; 1.4826849
1473.9676367; 89646.8935305; 43143.7368258; 0.1449633; 0.0789508; 6.9639796; 1.8166245
1475.9675928; 89646.4584299; 43145.6857940; 0.2914804; 0.0703165; 7.4674862; 2.5046475
1477.9675489; 89645.7473447; 43147.5691812; 0.4245298; 0.0525054; 8.1105931; 3.2540241
1479.9675050; 89644.8562755; 43149.3475978; 0.4918719; 0.0148233; 8.8767973; 4.8751569
1481.9674611; 89643.8844877; 43151.0955396; 0.5235022; 0.0164833; 9.9145212; 5.7543478
1483.9674172; 89642.8593256; 43152.8063877; 0.5555651; 0.0147686; 11.0142914; 6.7140478
1485.9673733; 89641.7782584; 43154.4951734; 0.5823919; 0.0121343; 12.1725189; 7.2695895
1487.9673294; 89640.6590254; 43156.1568141; 0.6013653; 0.0068074; 13.3134495; 7.4463629
1489.9672854; 89639.5185144; 43157.8005342; 0.6108718; 0.0039807; 14.3886321; 7.5008662
1491.9672415; 89638.3674505; 43159.4308635; 0.6185671; 0.0037217; 15.3959586; 6.6012772
1493.9671976; 89637.1975211; 43161.0566760; 0.6304250; 0.0081470; 16.2308370; 2.7154207
1495.9671537; 89636.0077048; 43162.6560582; 0.6486004; 0.0077013; 16.5620504; -1.3358543
1497.9671098; 89634.7891109; 43164.2439607; 0.6587776; 0.0027470; 16.3999455; -6.5666855
1499.9670659; 89633.5670949; 43165.8129109; 0.6648784; 0.0033601; 15.5785766; -6.3006881
1501.9670220; 89632.3138481; 43167.3977459; 0.6758292; 0.0106982; 14.7475370; -6.0141224
1503.9669781; 89631.0431264; 43168.9330317; 0.7124189; 0.0273538; 13.9080512; -5.4736901
1505.9669341; 89629.6737544; 43170.4257606; 0.7742474; 0.0334668; 13.0973130; -5.0230931
1507.9668902; 89628.2422585; 43171.7954803; 0.8364958; 0.0214338; 12.3064079; -4.7871571
1509.9668463; 89626.7607905; 43173.1017083; 0.8538061; 0.0141908; 11.5021506; -5.0604138
1511.9668024; 89625.2104072; 43174.3511841; 0.9516689; 0.0754717; 10.5857573; -6.1212544
1513.9667585; 89623.4816437; 43175.4189660; 1.0596529; 0.0185827; 9.3580862; -6.4635789
1515.9667146; 89621.7053795; 43176.4227840; 1.0288219; -0.0513467; 7.8562096; -7.2053735
1517.9666707; 89620.1108934; 43177.5643038; 0.8365446; -0.1523261; 5.7357797; -1.7072988
1519.9666268; 89619.0428341; 43179.1424569; 0.2716972; -0.3635310; 5.1058910; -0.2437800
1521.9665828; 89619.0478778; 43181.1000504; -0.1869150; -0.1245411; 5.0094935; 0.2075986
1523.9665389; 89619.6576219; 43183.0911548; -0.4006235; -0.1063306; 5.0916992; 1.0224708
1525.9664950; 89620.6922166; 43184.8063533; -0.7179400; -0.1998658; 5.4786124; 1.2035331
1527.9664511; 89622.2210043; 43185.9988392; -1.0773626; -0.1435819; 5.9016286; 1.4170794
1529.9664072; 89624.1112485; 43186.7222498; -1.3224911; -0.1111877; 6.3637578; 1.4462912
1531.9663633; 89626.1491064; 43186.9959707; -1.5495232; -0.1056882; 6.8031207; 1.7523224
1533.9663194; 89628.0971558; 43186.8402099; -1.7501645; -0.1008734; 7.3001087; 2.6986774
1535.9662755; 89630.0082830; 43186.3095235; -1.9193487; -0.0602973; 8.0053769; 4.6300979
1537.9662315; 89631.8211253; 43185.5609557; -1.9922084; -0.0183766; 9.0887868; 2.9803274
1539.9661876; 89633.6634546; 43184.7161467; -2.0011446; 0.0053219; 9.7225044; -0.8021051
1541.9661437; 89635.4987501; 43183.8953314; -1.9769671; 0.0191753; 9.5560841; -3.3592198
1543.9660998; 89637.4076503; 43183.1318928; -1.9186598; 0.0398369; 8.8250869; -3.2082943
1545.9660559; 89639.3006632; 43182.5554944; -1.7980469; 0.0869493; 8.0653123; -1.7057680
1547.9660120; 89641.2366301; 43182.3062571; -1.5907427; 0.1109211; 7.6306187; 3.3622109
1549.9659681; 89643.2152634; 43182.4529411; -1.4204031; 0.0591743; 8.4661024; 2.8036114
1551.9659242; 89645.1622726; 43182.8473011; -1.3253783; 0.0443053; 9.1043445; 2.8164106
1553.9658803; 89647.1069189; 43183.4289169; -1.2367045; 0.0370477; 9.7033234; 3.0054524
1555.9658363; 89648.9788030; 43184.1409760; -1.1854001; 0.0145446; 10.3041754; -2.0311025
1557.9657924; 89650.8346453; 43184.9126645; -1.1734239; -0.0020111; 9.9021108; -3.3213594
1559.9657485; 89652.6931168; 43185.6759453; -1.1947915; -0.0201442; 9.2068807; -4.1194734
1561.9657046; 89654.5612116; 43186.3543430; -1.2585918; -0.0458707; 8.2637232; -6.9778334
1563.9656607; 89656.5268990; 43186.8647395; -1.3885645; -0.0870735; 6.3544001; -2.9851862
1565.9656168; 89658.4744540; 43186.9892774; -1.6785519; -0.2372245; 5.3327214; -0.8892920
1567.9655729; 89660.2944544; 43186.3180040; -2.1420582; -0.1709875; 4.9880685; -0.5074672
1569.9655290; 89661.8405473; 43184.9662504; -2.4211284; -0.1269310; 4.7802723; 0.4351897
1571.9654850; 89662.9166951; 43183.2686568; -2.7740299; -0.2561196; 4.9590043; 0.1139523
1573.9654411; 89663.0545751; 43181.3375079; 2.9209090; -0.2591833; 5.0047500; 0.5771793
1575.9653972; 89662.2390597; 43179.5710605; 2.5193651; -0.1791838; 5.2303145; 1.3962447
1577.9653533; 89660.8331236; 43178.1599718; 2.2232619; -0.1032841; 5.7394291; 2.2724363
1579.9653094; 89659.1212790; 43177.0616275; 2.0775798; -0.0502038; 6.4831005; 3.6856547
1581.9652655; 89657.3340780; 43176.1707829; 1.9942811; -0.0338426; 7.5347785; 2.7986342
1583.9652216; 89655.4875801; 43175.4003152; 1.9447043; -0.0142156; 8.2442209; 1.0259500
1585.9651777; 89653.6103173; 43174.6794622; 1.9375073; 0.0090952; 8.4894574; -4.0365342
1587.9651337; 89651.7538277; 43173.9217725; 1.9913143; 0.0459249; 7.4783090; -3.3607868
1589.9650898; 89649.9796770; 43172.9921502; 2.1337446; 0.0993775; 6.5178411; -2.3519414
1591.9650459; 89648.4310329; 43171.7397650; 2.3797694; 0.1291857; 5.7510602; -0.8636266
1593.9650020; 89647.2479313; 43170.1340266; 2.6363537; 0.1387438; 5.4424501; 2.1560877
1595.9649581; 89646.5296326; 43168.2473034; 2.9105175; 0.1175286; 6.1842077; 2.2655267
1597.9649142; 89646.3164881; 43166.3287672; -3.0932469; 0.2086548; 6.8779599; 1.7140794
1599.9648703; 89646.7857889; 43164.4573257; -2.7166996; 0.1674099; 7.3595176; 1.3797095
1601.9648264; 89647.9428131; 43162.7400018; -2.3854317; 0.1424983; 7.7253619; 0.9742222
1603.9647824; 89649.4822246; 43161.4389234; -2.1823368; 0.0729140; 7.9735826; 0.9113150
1605.9647385; 89651.2166864; 43160.3911654; -2.0403275; 0.0898610; 8.1989755; 0.8179361
1607.9646946; 89653.0420239; 43159.6908240; -1.8251257; 0.1156108; 8.3961225; -0.6975369
1609.9646507; 89654.9524948; 43159.4010921; -1.6259391; 0.0896790; 8.2282918; -1.3003212
1611.9646068; 89657.0456991; 43159.4617024; -1.4681462; 0.0615354; 7.9059228; -1.9700947
1613.9645629; 89659.0350396; 43159.7938373; -1.3359079; 0.0834960; 7.3907652; -1.9683365
1615.9645190; 89660.9374488; 43160.5186028; -1.0256539; 0.2269190; 6.8374145; 0.4449883
1617.9644751; 89662.2658426; 43161.7447721; -0.6552786; 0.1323135; 6.9663585; 1.4671911
1619.9644311; 89663.3642767; 43163.4268268; -0.5372865; 0.0231691; 7.3755533; 0.9377766
1621.9643872; 89664.3934721; 43165.2272083; -0.5055181; 0.0105090; 7.6256023; -4.9459345
1623.9643433; 89665.4018424; 43167.0828610; -0.4936196; -0.0000494; 6.1940703; -3.2967995
1625.9642994; 89666.3983857; 43168.7955219; -0.6859274; -0.4425926; 5.0179277; 0.3738154
1627.9642555; 89667.9565965; 43169.4412168; -1.5191647; -0.1681831; 5.1647679; 2.3591517
1629.9642116; 89670.0756093; 43169.3737255; -1.6447060; -0.0403666; 6.0092617; 2.4693052
1631.9641677; 89672.0923580; 43169.1044983; -1.7828455; -0.1024959; 6.7814623; 2.0426071
1633.9641238; 89673.9979585; 43168.4476684; -2.0231378; -0.1127279; 7.3592445; 1.8828450
1635.9640799; 89675.6767044; 43167.4140287; -2.2110994; -0.0845737; 7.8542787; 1.5572655
1637.9640359; 89677.1643717; 43166.0906782; -2.3865400; -0.0906117; 8.2412753; 1.3485858
1639.9639920; 89678.4036886; 43164.5045429; -2.5705943; -0.0932751; 8.5622920; 1.2378431
1641.9639481; 89679.3113570; 43162.7260994; -2.7768261; -0.1175795; 8.8467004; 0.9160547
1643.9639042; 89679.8067111; 43160.7692224; -3.0078303; -0.1102702; 9.0514223; 0.8229619
1645.9638603; 89679.8583186; 43158.7813894; 3.0621488; -0.1023025; 9.2314691; 0.6799295
